"","TITULO","ABSTRACT","OWASP","CWE","URL"
"228"," WebSphere Service Requester Misconfiguration: Unsigned Inbound Timestamp","  An unsigned timestamp can leave a SOAP message open to tampering and replay attacks.","A5 Security Misconfiguration","345","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/websphere_service_requester_misconfiguration_unsigned_inbound_timestamp.html"
"229"," WebSphere Service Requester Misconfiguration: Unsigned Outbound Timestamp","  An unsigned timestamp can leave a SOAP message open to tampering and replay attacks.","A5 Security Misconfiguration","345","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/websphere_service_requester_misconfiguration_unsigned_outbound_timestamp.html"
"230"," WebSphere Service Requester Misconfiguration: Weak Token","  Using a UsernameToken with a plaintext password over an unencrypted channel exposes the password to attackers who can sniff the SOAP messages.","A5 Security Misconfiguration","254","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/websphere_service_requester_misconfiguration_weak_token.html"
"231"," Weblogic Misconfiguration: Missing Timestamp","  A missing timestamp can leave a SOAP message open to replay attacks.","A5 Security Misconfiguration","254","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weblogic_misconfiguration_missing_timestamp.html"
"232"," Weblogic Misconfiguration: Weak Token","  Using a <code>UsernameToken</code> with a plaintext password over an unencrypted channel exposes the password to attackers who can sniff the SOAP messages.","A5 Security Misconfiguration","254","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/weblogic_misconfiguration_weak_token.html"
"233"," Poor Error Handling: Empty Catch Block","  Ignoring an exception can cause the program to overlook unexpected states and conditions.",NA,"391","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/poor_error_handling_empty_catch_block.html"
"234"," Poor Error Handling: Overly Broad Catch","  The catch block handles a broad swath of exceptions, potentially trapping dissimilar issues or problems that should not be dealt with at this point in the program.",NA,"396","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/poor_error_handling_overly_broad_catch.html"
"235"," Poor Error Handling: Overly Broad Throws","  The method throws a generic exception making it harder for callers to do a good job of error handling and recovery.",NA,"397","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/poor_error_handling_overly_broad_throws.html"
"236"," Poor Error Handling: Program Catches NullPointerException","  It is generally a bad practice to catch <code>NullPointerException</code>.",NA,"395","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/poor_error_handling_program_catches_nullpointerexception.html"
"237"," Poor Error Handling: Return Inside Finally","  Returning from inside a <code>finally</code> block will cause exceptions to be lost.",NA,"584","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/poor_error_handling_return_inside_finally.html"
"238"," Poor Error Handling: Swallowed ThreadDeath","  If a <code>ThreadDeath</code> error is not re-thrown, the thread in question might not actually die.",NA,"691","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/poor_error_handling_swallowed_threaddeath.html"
"239"," Poor Error Handling: Throw Inside Finally","  Using a <code>throw</code> statement inside a <code>finally</code> block breaks the logical progression through the <code>try-catch-finally</code>.",NA,"398","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/poor_error_handling_throw_inside_finally.html"
"240"," Poor Error Handling: Unhandled SSL Exception","  Failing to explicitly handle SSL exceptions can cause the application to overlook unexpected states and conditions.",NA,"388","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/poor_error_handling_unhandled_ssl_exception.html"
"241"," ADF Bad Practices: Missing URL Parameter Converter","  An Oracle ADF Faces bookmarkable view is missing a URL parameter converter.","A5 Security Misconfiguration","20","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/adf_bad_practices_missing_url_parameter_converter.html"
"242"," Access Specifier Manipulation","  The method call changes an access specifier.","A5 Security Misconfiguration","284","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/access_specifier_manipulation.html"
"243"," Android Class Loading Hijacking","  Loading classes from an untrusted source or in an untrusted environment can cause an application to execute malicious commands on behalf of an attacker. ","A4 Insecure Direct Object References","114","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_class_loading_hijacking.html"
"244"," Bean Manipulation","  An attacker can set arbitrary bean properties that can compromise system integrity.",NA,"15","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/bean_manipulation.html"
"245"," Command Injection","  Executing commands from an untrusted source or in an untrusted environment can cause an application to execute malicious commands on behalf of an attacker.","A1 Injection","77,78","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/command_injection.html"
"246"," Content Provider URI Injection","  Constructing a Content Provider query statement that contains user input can allow an attacker to access unauthorized records.","A1 Injection","89","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/content_provider_uri_injection.html"
"247"," Cross-Site Scripting: DOM","  Sending unvalidated data to a web browser can result in the browser executing malicious code.","A3 Cross-Site Scripting (XSS)","79,80","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/cross_site_scripting_dom.html"
"248"," Cross-Site Scripting: External Links","  Sending unvalidated data to a web browser can result in the browser executing malicious code. Settings in the configuration can minimize and reduce the exposure to cross-site scripting","A3 Cross-Site Scripting (XSS)","79,82,83,87,692","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/xss_external_links.html"
"249"," Cross-Site Scripting: Inter-Component Communication","  Sending unvalidated data to a web browser can result in the browser executing malicious code.","A3 Cross-Site Scripting (XSS)","79,80","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/cross_site_scripting_inter_component_communication.html"
"250"," Cross-Site Scripting: Persistent","  Sending unvalidated data to a web browser can result in the browser executing malicious code.","A3 Cross-Site Scripting (XSS)","79,80","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/cross_site_scripting_persistent.html"
"251"," Cross-Site Scripting: Poor Validation","  Relying on HTML, XML and other types of encoding to validate user input can result in the browser executing malicious code.","A3 Cross-Site Scripting (XSS)","82,83,87,692","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/cross_site_scripting_poor_validation.html"
"252"," Cross-Site Scripting: Reflected","  Sending unvalidated data to a web browser can result in the browser executing malicious code.","A3 Cross-Site Scripting (XSS)","79,80","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/cross_site_scripting_reflected.html"
"253"," Dangerous File Inclusion","  Allowing unvalidated user input to control files that are included dynamically in a JSP can lead to malicious code execution.","A1 Injection","94,98,494","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/dangerous_file_inclusion.html"
"254"," Denial of Service","  An attacker could cause the program to crash or otherwise become unavailable to legitimate users.",NA,"730","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/denial_of_service.html"
"255"," Denial of Service: Format String","  Allowing user input to control format parameters could enable an attacker to cause exceptions to be thrown or leak information.","A9 Using Components with Known Vulnerabilities","730","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/denial_of_service_format_string.html"
"256"," Denial of Service: Parse Double","  The program calls a method that parses doubles and can cause the thread to hang.","A9 Using Components with Known Vulnerabilities","730","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/denial_of_service_parse_double.html"
"257"," Denial of Service: Regular Expression","  Untrusted data is passed to the application and used as a regular expression.  This can cause the thread to over-consume CPU resources.",NA,"185,730","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/denial_of_service_regular_expression.html"
"258"," Dynamic Code Evaluation: Code Injection","  Interpreting user-controlled instructions at run-time can allow attackers to execute malicious code.","A1 Injection","95,494","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/dynamic_code_evaluation_code_injection.html"
"259"," Dynamic Code Evaluation: Code Manipulation","  Allowing unvalidated user-input to influence the run-time environment of dynamically executed code can allow attackers to execute malicious code. ",NA,"94,494","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/dynamic_code_evaluation_code_manipulation.html"
"260"," Dynamic Code Evaluation: Script Injection","  Interpreting user-controlled instructions at run-time can allow attackers to execute malicious code.","A1 Injection","95,494","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/dynamic_code_evaluation_script_injection.html"
"261"," Dynamic Code Evaluation: Unsafe Deserialization","  Deserializing user-controlled object streams at runtime can allow attackers to execute arbitrary code on the server, abuse application logic or lead to denial of service.","A1 Injection","95,494","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/dynamic_code_evaluation_unsafe_deserialization.html"
"262"," Dynamic Code Evaluation: Unsafe XStream Deserialization","  Deserializing user-controlled XML documents at run-time can allow attackers to execute malicious arbitrary code on the server.","A1 Injection","95,494","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/dynamic_code_evaluation_unsafe_xstream_deserialization.html"
"263"," Dynamic Code Evaluation: XMLDecoder Injection","  Deserializing user-controlled XML documents at run-time can allow attackers to execute malicious arbitrary code on the server.","A1 Injection","95,494","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/dynamic_code_evaluation_xmldecoder_injection.html"
"264"," File Permission Manipulation","  Allowing user input to directly alter file permissions may enable an attacker to access otherwise protected system resources.",NA,"264,732","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/file_permission_manipulation.html"
"265"," HTTP Parameter Pollution","  Concatenating unvalidated input into a URL can allow an attacker to override the value of a request parameter.  Attacker may be able to override existing parameter values, inject a new parameter or exploit variables out of a direct reach.","A1 Injection","235","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/http_parameter_pollution.html"
"266"," Hadoop Cluster Manipulation","  The program allows an attacker to control core components of the Hadoop cluster on which the client application runs.",NA,NA,"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/hadoop_cluster_manipulation.html"
"267"," Hadoop Job Manipulation","  The <code>Job</code> submitted to a Hadoop cluster can be tampered in a hostile environment.",NA,NA,"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/hadoop_job_manipulation.html"
"268"," Header Manipulation","  Including unvalidated data in an HTTP response header can enable cache-poisoning, cross-site scripting, cross-user defacement, page hijacking, cookie manipulation or open redirect.","A1 Injection","113","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/header_manipulation.html"
"269"," Header Manipulation: Cookies","  Including unvalidated data in Cookies can lead to HTTP Response header manipulation and enable cache-poisoning, cross-site scripting, cross-user defacement, page hijacking, cookie manipulation or open redirect.","A1 Injection","113","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/header_manipulation_cookies.html"
"270"," Header Manipulation: SMTP","  Including unvalidated data in an SMTP header can enable attackers to add arbitrary headers, such as <code>CC</code> or <code>BCC</code> that can be used to leak the mail contents to themselves or use the mail server as a spam bot.","A1 Injection","93","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/header_manipulation_smtp.html"
"271"," Insecure Sanitizer Policy","  Usage of user-controlled or untrusted data to define HTML sanitizer policy could allow an attacker to circumvent the sanitization requirements and launch cross-site scripting (XSS) attacks.","A5 Security Misconfiguration","79,80","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/insecure_sanitizer_policy.html"
"272"," Intent Manipulation","  Allowing user input to control Intent parameters could enable an attacker to control the behavior of the subsequent activity.","A4 Insecure Direct Object References","99","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/intent_manipulation.html"
"273"," JSON Injection","  The method writes unvalidated input into JSON. This call could allow an attacker to inject arbitrary elements or attributes into the JSON entity.","A1 Injection","91","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/json_injection.html"
"274"," LDAP Injection","  Constructing a dynamic LDAP filter with user input could allow an attacker to modify the statement's meaning.","A1 Injection","90","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/ldap_injection.html"
"275"," LDAP Manipulation","  Executing an LDAP statement that contains a user-controlled value outside the filter string can allow an attacker to alter the statement's meaning or execute arbitrary LDAP commands.",NA,"90","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/ldap_manipulation.html"
"276"," Log Forging","  Writing unvalidated user input to log files can allow an attacker to forge log entries or inject malicious content into the logs.","A1 Injection","117","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/log_forging.html"
"277"," Log Forging (debug)","  Writing unvalidated user input to log files can allow an attacker to forge log entries or inject malicious content into the logs.","A1 Injection","117","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/log_forging__debug_.html"
"278"," Mail Command Injection: IMAP","  Executing IMAP commands coming from an untrusted source can cause the IMAP server to execute malicious commands on behalf of an attacker.","A1 Injection","93","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/mail_command_injection_imap.html"
"279"," Mail Command Injection: POP3","  Executing POP3 commands coming from an untrusted source can cause the POP3 server to execute malicious commands on behalf of an attacker.","A1 Injection","93","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/mail_command_injection_pop3.html"
"280"," Mail Command Injection: SMTP","  Executing SMTP commands from an untrusted source can cause the SMTP server to execute malicious commands on behalf of an attacker.","A1 Injection","93","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/mail_command_injection_smtp.html"
"281"," Missing XML Validation","  Failure to enable validation when parsing XML gives an attacker the opportunity to supply malicious input.","A1 Injection","112","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/missing_xml_validation.html"
"282"," Missing XML Validation: Untyped Response","  Failure to enable validation when parsing XML gives an attacker the opportunity to supply malicious input.","A1 Injection","112","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/missing_xml_validation_untyped_response.html"
"283"," OGNL Expression Injection","  The evaluation of unvalidated OGNL expressions can lead to remote code execution.","A1 Injection","95","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/ognl_expression_injection.html"
"284"," OGNL Expression Injection: Struts 2","  The Url built using the Struts 2 <code>&lt;s:url /&gt;</code> or <code>&lt;s:a /&gt;</code> tags evaluates the query parameters as OGNL expressions allowing an attacker to modify system variables like Session or execute arbitrary commands on the server.","A1 Injection","95","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/ognl_expression_injection_struts2_includeparams.html"
"285"," Open Redirect","  Allowing unvalidated input to control the URL used in a redirect can aid phishing attacks.","A10 Unvalidated Redirects and Forwards","601","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/open_redirect.html"
"286"," Path Manipulation","  Allowing user input to control paths used in filesystem operations could enable an attacker to access or modify otherwise protected system resources.","A4 Insecure Direct Object References","22,73","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/path_manipulation.html"
"287"," Path Manipulation: Zip Entry Overwrite","  Allowing user input to control paths used in filesystem operations could enable an attacker to overwrite files arbitrarily anywhere on the system.","A4 Insecure Direct Object References","22,73","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/path_manipulation_zip_entry_overwrite.html"
"288"," Process Control","  Loading libraries from an untrusted source or in an untrusted environment can cause an application to execute malicious commands on behalf of an attacker. ","A4 Insecure Direct Object References","114,494","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/process_control.html"
"289"," Process Control: Invoker Servlet","  The <code>InvokerServlet</code> class can allow attackers to invoke any class on the server.",NA,NA,"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/process_control_invoker_servlet.html"
"290"," Query String Injection: Amazon Web Services","   Constructing a SimpleDB select statement that contains user input can allow an attacker to view unauthorized records.","A1 Injection","89","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/query_string_injection_amazon_web_services.html"
"291"," Query String Injection: Android Provider","  Constructing a SQLite query statement that contains user input can allow an attacker to view unauthorized records.","A1 Injection","89","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/query_string_injection_android_provider.html"
"292"," Reflected File Download","  The application allows an attacker to craft a URL that forces a download of arbitrary content that appears to have originated from a trusted domain.","A1 Injection","79","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/reflected_file_download.html"
"293"," Resource Injection","  Allowing user input to control resource identifiers could enable an attacker to access or modify otherwise protected system resources.","A4 Insecure Direct Object References","99","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/resource_injection.html"
"294"," SQL Injection","  Constructing a dynamic SQL statement with input coming from an untrusted source could allow an attacker to modify the statement's meaning or to execute arbitrary SQL commands. ","A1 Injection","89","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/sql_injection.html"
"295"," SQL Injection: Hibernate","  Using Hibernate to execute a dynamic SQL statement built with input coming from an untrusted source can allow an attacker to modify the statement's meaning or to execute arbitrary SQL commands. ","A1 Injection","564","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/sql_injection_hibernate.html"
"296"," SQL Injection: JDO","  Using Java Data Objects (JDO) to execute a dynamic SQL or JDOQL statement built with input coming from an untrusted source can allow an attacker to modify the statement's meaning or to execute arbitrary SQL commands. ","A1 Injection","89","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/sql_injection_jdo.html"
"297"," SQL Injection: MyBatis Mapper","  Constructing a dynamic SQL statement with input coming from an untrusted source could allow an attacker to modify the statement's meaning or to execute arbitrary SQL commands.","A1 Injection","89","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/sql_injection_mybatis_mapper.html"
"298"," SQL Injection: Persistence","  Constructing a dynamic SQL statement with input coming from an untrusted source could allow an attacker to modify the statement's meaning or to execute arbitrary SQL commands. ","A1 Injection","89","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/sql_injection_persistence.html"
"299"," SQL Injection: iBatis Data Map","  Constructing a dynamic SQL statement with input coming from an untrusted source could allow an attacker to modify the statement's meaning or to execute arbitrary SQL commands.","A1 Injection","89","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/sql_injection_ibatis_data_map.html"
"300"," Server-Side Request Forgery","  The application initiates a network connection to a third-party system using user-controlled data to craft the resource URI.","A4 Insecure Direct Object References","918","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/server_side_request_forgery.html"
"301"," Setting Manipulation","  Allowing external control of system settings can disrupt service or cause an application to behave in unexpected ways.",NA,"15","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/setting_manipulation.html"
"302"," Struts 2: Action Field Without Validator","  An Action Field was found without a corresponding validation definition.","A5 Security Misconfiguration","101","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts2_action_field_without_validator.html"
"303"," Struts 2: Duplicate Action Field Validators","  Multiple Struts2 field validator references with the same name exist. Duplicate validator references are an indication that validation is not up to date.","A5 Security Misconfiguration","101","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts2_duplicate_action_field_validators.html"
"304"," Struts 2: Duplicate Validation Files","  Multiple Struts2 Validation files exist for this Action. Multiple validation forms are an indication that validation is not up to date.","A5 Security Misconfiguration","101","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts2_duplicate_validation_files.html"
"305"," Struts 2: Duplicate Validators","  Multiple Struts2 validator references with the same name exist. Duplicate validator references are an indication that validation is not up to date.","A5 Security Misconfiguration","101","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts2_duplicate_validators.html"
"306"," Struts 2: Undeclared Validator","  A validator referenced in ActionClass-validation.xml is not declared in validators.xml","A5 Security Misconfiguration","101","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts2_undeclared_validator.html"
"307"," Struts 2: Unvalidated Action","  Struts2 Actions should utilize the Struts Validation framework to prevent vulnerabilities that result from unchecked input.","A5 Security Misconfiguration","101","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts2_unvalidated_action.html"
"308"," Struts 2: Validation File Without Action","  Struts2 Validation file found with no corresponding Struts2 Action.","A5 Security Misconfiguration","101","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts2_validation_file_without_action.html"
"309"," Struts 2: Validator Without Action Field","  A Struts2 validator is defined for an action field that does not exist.","A5 Security Misconfiguration","101","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts2_validator_without_action_field.html"
"310"," Struts: Duplicate Validation Forms","  Multiple validation forms with the same name indicate that validation logic is not up-to-date.","A5 Security Misconfiguration","102","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts_duplicate_validate_forms.html"
"311"," Struts: Erroneous validate() Method","  The validator form defines a <code>validate()</code> method that fails to call <code>super.validate()</code>.",NA,"103","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts_erroneous_validate_method.html"
"312"," Struts: Form Does Not Extend Validation Class","  All Struts forms should extend a Validator class.","A5 Security Misconfiguration","104","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts_form_does_not_extend_validation_class.html"
"313"," Struts: Form Field Without Validator","  Every field in a form should be validated in the corresponding validation form.","A5 Security Misconfiguration","105","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts_form_field_without_validator.html"
"314"," Struts: Plugin Framework Not In Use","  Use the Struts Validator to prevent vulnerabilities that result from unchecked input.","A5 Security Misconfiguration","106","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts_plugin_framework_not_in_use.html"
"315"," Struts: Unused Action Form","  An unused action form indicates that application logic might not be up-to-date.","A5 Security Misconfiguration",NA,"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts_unused_action_form.html"
"316"," Struts: Unused Validation Form","  An unused validation form indicates that validation logic is not up-to-date.","A5 Security Misconfiguration","107","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts_unused_validation_form.html"
"317"," Struts: Unvalidated Action Form","  Every Action Form must have a corresponding validation form.","A5 Security Misconfiguration","108","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts_unvalidated_action_form.html"
"318"," Struts: Validator Turned Off","  This action form mapping disables the form's <code>validate()</code> method.","A5 Security Misconfiguration","109","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts_validator_turned_off.html"
"319"," Struts: Validator Without Form Field","  Validation fields that do not appear in forms they are associated with indicate that the validation logic is out of date.","A5 Security Misconfiguration","110","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/struts_validator_without_form_field.html"
"320"," System Information Leak: Struts 2","  Revealing system data or debugging information helps an adversary learn about the system and form a plan of attack.","A5 Security Misconfiguration","497","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/system_information_leak_apache_struts2.html"
"321"," Unsafe JNI","  Improper use of the Java Native Interface (JNI) can render Java applications vulnerable to security flaws in other languages. ",NA,"111","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/unsafe_jni.html"
"322"," Unsafe Reflection","  An attacker may be able to create unexpected control flow paths through the application, potentially bypassing security checks.","A4 Insecure Direct Object References","470,494","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/unsafe_reflection.html"
"323"," XML Entity Expansion Injection","  Using XML parsers configured to not prevent nor limit Document Type Definition (DTD) entity resolution can expose the parser to an XML Entity Expansion injection","A1 Injection","776","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/xee_injection.html"
"324"," XML External Entity Injection","  Using XML parsers configured to not prevent nor limit external entities resolution can expose the parser to an XML External Entities attack","A1 Injection","611","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/xxe_injection.html"
"325"," XML Injection","  Writing unvalidated data into an XML document can allow an attacker to change the structure and contents of the XML.","A1 Injection","91","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/xml_injection.html"
"326"," XPath Injection","  Constructing a dynamic XPath query with user input could allow an attacker to modify the statement's meaning. ","A1 Injection","643","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/xpath_injection.html"
"327"," XQuery Injection","  Constructing a dynamic XQuery expression with user input could allow an attacker to modify the statement's meaning. ","A1 Injection","652","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/xquery_injection.html"
"328"," XSLT Injection","  Processing an unvalidated XSL stylesheet can allow an attacker to change the structure and contents of the resultant XML, include arbitrary files from the file system, or execute arbitrary Java code.","A1 Injection","494,631","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/xslt_injection.html"
"329"," Access Control: Amazon Web Services","  Accessing a SimpleDB database with a user-controlled item name and without proper access control can allow an attacker to view unauthorized records.","A4 Insecure Direct Object References","566","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/access_control_amazon_web_services.html"
"330"," Access Control: Android Provider","  Without proper access control, executing a SQLite statement that contains a user-controlled primary key can allow an attacker to view unauthorized records.","A4 Insecure Direct Object References","566","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/access_control_android_provider.html"
"331"," Access Control: Anonymous LDAP Bind","  Without proper access control, executing an LDAP statement that contains a user-controlled value can allow an attacker to access unauthorized records.","A7 Missing Function Level Access Control","285","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/access_control_anonymous_ldap_bind.html"
"332"," Access Control: Database","  Without proper access control, executing a SQL statement that contains a user-controlled primary key can allow an attacker to view unauthorized records.","A4 Insecure Direct Object References","566","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/access_control_database.html"
"333"," Access Control: LDAP","  Without proper access control, executing an LDAP statement that contains a user-controlled value can allow an attacker to access unauthorized directory entries.","A4 Insecure Direct Object References","639","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/access_control_ldap.html"
"334"," Access Control: SecurityManager Bypass","  Invoking this function on untrusted code can allow attackers access to restricted packages and provides them with the ability to execute arbitrary code.","A7 Missing Function Level Access Control",NA,"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/access_control_securitymanager_bypass_applet.html"
"335"," Access Control: Weak Security Constraint","  Weak security constraints do not provide adequate protection for security-critical resources.","A7 Missing Function Level Access Control","285","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/access_control_weak_security_constraint.html"
"336"," Acegi Misconfiguration: Insecure Channel Mixing","  Allowing users jump between HTTP and HTTPS leaves the application vulnerable to session hijacking.","A5 Security Misconfiguration","5","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/acegi_misconfiguration_insecure_channel_mixing.html"
"337"," Acegi Misconfiguration: Run-As Authentication Replacement","  Using the Run-As authentication replacement feature in Acegi can lead to a privilege escalation vulnerability.","A2 Broken Authentication and Session Management","724","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/acegi_misconfiguration_run_as_authentication_replacement.html"
"338"," Android Bad Practices: Just Provider writePermission Defined","  The program declares a content provider with only the <code>writePermission</code> defined.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_just_provider_writepermission_defined.html"
"339"," Android Bad Practices: Missing Broadcaster Permission","  The program registers a receiver without specifying the broadcaster permission.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_missing_broadcaster_permission.html"
"340"," Android Bad Practices: Missing Component Permission","  The program does not explicitly assign an access permission to this public component.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_missing_component_permission.html"
"341"," Android Bad Practices: Missing Receiver Permission","  The program sends a broadcast without specifying the receiver permission.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_missing_receiver_permission.html"
"342"," Android Bad Practices: Missing exported Flag or Component Permission","  The program does not explicitly assign an access permission to a component.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_missing_exported_flag_or_component_permission.html"
"343"," Android Bad Practices: Mixed Component Functionality","  This receiver component is registered to receive messages from the system and also other components.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_mixed_component_functionality.html"
"344"," Android Bad Practices: Provider Permission Defined","  The program declares a content provider with the combined read and write access <code>permission</code>.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_provider_permission_defined.html"
"345"," Android Bad Practices: Sticky Broadcast","  The program sends a sticky broadcast.","A5 Security Misconfiguration","265","http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/android_bad_practices_sticky_broadcast.html"
